ENSMUSG00000085473	ENSMUST00000141816	predicted gene, 16686 [Source:MGI Symbol;Acc:MGI:4439610]	88755195	88755590	Gm16686-201		Gm16686
ENSMUSG00000028403	ENSMUST00000144139	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-005	abnormal sebaceous gland physiology	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-005	sebaceous gland hyperplasia	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-005	increased sebum secretion	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-005	greasy coat	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-005	abnormal skin physiology	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-005	epidermal cyst	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-005	abnormal hair follicle morphology	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-005	abnormal hair follicle orientation	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-005	abnormal hair cycle	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-005	abnormal hair follicle development	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-005	protein palmitoylation	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-005	sebaceous gland development	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	premature hair loss	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	short hair	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	sparse hair	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	abnormal hair growth	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	abnormal hair shaft melanin granule morphology	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	matted coat	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	abnormal epidermal layer morphology	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	abnormal hair medullary septa cells	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	abnormal coat appearance	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	underdeveloped hair follicles	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	thick epidermis	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	abnormal hair follicle physiology	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	enlarged sebaceous gland	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	dilated hair follicle infundibulum	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	abnormal sebaceous gland physiology	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	sebaceous gland hyperplasia	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	increased sebum secretion	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	greasy coat	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	abnormal skin physiology	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	epidermal cyst	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	abnormal hair follicle morphology	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	abnormal hair follicle orientation	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	abnormal hair cycle	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	abnormal hair follicle development	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	protein palmitoylation	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]	82798738	82859958	Zdhhc21-002	sebaceous gland development	Zdhhc21
ENSMUSG00000038192	ENSMUST00000048430	cerberus 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1201414]	82881751	82885148	Cer1-001	no abnormal phenotype detected	Cer1
ENSMUSG00000038192	ENSMUST00000048430	cerberus 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1201414]	82881751	82885148	Cer1-001	increased coping response	Cer1
ENSMUSG00000038192	ENSMUST00000048430	cerberus 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1201414]	82881751	82885148	Cer1-001	hypoactivity	Cer1
ENSMUSG00000038192	ENSMUST00000048430	cerberus 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1201414]	82881751	82885148	Cer1-001	increased anxiety-related response	Cer1
ENSMUSG00000038192	ENSMUST00000048430	cerberus 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1201414]	82881751	82885148	Cer1-001	increased body weight	Cer1
ENSMUSG00000038192	ENSMUST00000048430	cerberus 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1201414]	82881751	82885148	Cer1-001	abnormal metanephric ureteric bud development	Cer1
ENSMUSG00000082351	ENSMUST00000121163	predicted gene 11260 [Source:MGI Symbol;Acc:MGI:3651928]	78233986	78234927	Gm11260-001		Gm11260
ENSMUSG00000085840	ENSMUST00000123051	predicted gene 11261 [Source:MGI Symbol;Acc:MGI:3650239]	78659858	78661588	Gm11261-001		Gm11261
ENSMUSG00000085840	ENSMUST00000132470	predicted gene 11261 [Source:MGI Symbol;Acc:MGI:3650239]	78659858	78661588	Gm11261-002		Gm11261
ENSMUSG00000085840	ENSMUST00000126647	predicted gene 11261 [Source:MGI Symbol;Acc:MGI:3650239]	78659858	78661588	Gm11261-003		Gm11261
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	rectal prolapse	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal kidney morphology	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	coloboma	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	cryptophthalmos	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal eye development	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal craniofacial morphology	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal cranial suture morphology	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	syndactyly	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	ocular hypertelorism	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	broad nasal bone	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal conjunctiva morphology	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal metopic suture morphology	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	short snout	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	decreased cornea thickness	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	bleb	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal eye morphology	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal digit morphology	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	microphthalmia	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	single kidney	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	fused right lung lobes	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal anogenital distance	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	eyelids fail to open	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	diaphragmatic hernia	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal postnatal growth/weight/body size	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal gallbladder morphology	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	blistering	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal epidermal layer morphology	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal brain morphology	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	prenatal lethality incomplete penetrance	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	eyelids open at birth	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	polydactyly	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	anophthalmia	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	absent kidney	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal kidney development	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	asymmetric snout	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	preweaning lethality incomplete penetrance	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal diaphragm development	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	early eyelid opening	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	no abnormal phenotype detected	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	premature suture closure	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	absent eyelids	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal cornea morphology	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal corneal epithelium morphology	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	abnormal retina morphology	Frem1
ENSMUSG00000059049	ENSMUST00000107230	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-001	cell-matrix adhesion	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	rectal prolapse	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal kidney morphology	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	coloboma	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	cryptophthalmos	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal eye development	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal craniofacial morphology	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal cranial suture morphology	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	syndactyly	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	ocular hypertelorism	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	broad nasal bone	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal conjunctiva morphology	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal metopic suture morphology	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	short snout	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	decreased cornea thickness	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	bleb	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal eye morphology	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal digit morphology	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	microphthalmia	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	single kidney	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	fused right lung lobes	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal anogenital distance	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	eyelids fail to open	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	diaphragmatic hernia	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal postnatal growth/weight/body size	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal gallbladder morphology	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	blistering	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal epidermal layer morphology	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal brain morphology	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	prenatal lethality incomplete penetrance	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	eyelids open at birth	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	polydactyly	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	anophthalmia	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	absent kidney	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal kidney development	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	asymmetric snout	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	preweaning lethality incomplete penetrance	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal diaphragm development	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	early eyelid opening	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	no abnormal phenotype detected	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	premature suture closure	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	absent eyelids	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal cornea morphology	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal corneal epithelium morphology	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	abnormal retina morphology	Frem1
ENSMUSG00000059049	ENSMUST00000127886	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-002	cell-matrix adhesion	Frem1
ENSMUSG00000059049	ENSMUST00000131102	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-003	rectal prolapse	Frem1
ENSMUSG00000059049	ENSMUST00000131102	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-003	abnormal kidney morphology	Frem1
ENSMUSG00000059049	ENSMUST00000131102	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-003	coloboma	Frem1
ENSMUSG00000059049	ENSMUST00000131102	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-003	cryptophthalmos	Frem1
ENSMUSG00000059049	ENSMUST00000131102	Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]	82897920	83052339	Frem1-003	abnormal eye development	Frem1
